dist_code,month,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,Brand_new_vehicles,Pre-owned_vehicles,category_Non-Transport,category_Transport
19_2,2021-08-01,1650,257,26,12,1506,225,26,113,75,1683,225,37,1877,68,1850,95
15_3,2021-08-01,3121,470,27,11,2613,633,85,133,165,2899,655,75,3445,184,3402,227
22_2,2021-08-01,2198,415,2,4,1863,399,54,134,169,2148,430,41,2519,100,2397,222
18_2,2021-08-01,2217,268,7,2,1972,289,22,100,111,2169,276,49,2408,86,2371,123
22_1,2021-08-01,3897,593,6,8,3306,754,39,186,219,3682,750,72,4338,166,4256,248
19_4,2021-08-01,669,123,0,0,620,59,23,2,88,708,70,14,772,20,683,109
18_1,2021-08-01,4529,504,126,8,4024,758,59,157,169,4328,739,100,4986,181,4959,208
17_1,2021-08-01,1521,355,24,20,1319,266,27,161,147,1615,271,34,1821,99,1758,162
17_2,2021-08-01,4454,557,86,103,3430,1312,101,101,258,3767,1286,149,4787,415,4853,349
15_2,2021-08-01,18152,2370,448,227,13551,6297,2,25,1322,14770,5739,684,19100,2097,19950,1247
16_1,2021-08-01,20094,1975,609,685,16646,5155,540,2,1020,17551,5086,726,20970,2393,21849,1514
14_4,2021-08-01,1291,219,12,4,1206,137,12,81,90,1373,131,22,1475,51,1432,94
15_1,2021-08-01,16192,2254,305,132,11208,6677,0,59,939,12064,6045,774,16619,2264,18029,854
14_1,2021-08-01,3409,551,20,3,3079,453,37,141,273,3482,451,50,3798,185,3693,290
21_7,2021-08-01,1463,250,8,0,1282,207,6,153,73,1487,204,30,1638,83,1648,73
21_3,2021-08-01,1285,235,2,8,1195,104,16,118,97,1402,120,8,1481,49,1424,106
20_3,2021-08-01,1667,155,23,6,1520,185,10,61,75,1652,171,28,1753,98,1772,79
21_5,2021-08-01,1597,234,0,2,1460,147,10,64,152,1650,149,34,1778,55,1675,158
14_3,2021-08-01,1657,403,6,4,1496,203,14,161,196,1845,211,14,2018,52,1876,194
23_2,2021-09-01,2012,608,16,18,1824,234,33,265,298,2303,255,96,2568,86,2333,321
14_4,2021-09-01,836,196,7,6,763,89,23,79,91,926,108,11,1005,40,932,113
15_1,2021-09-01,13649,1937,314,149,9707,5348,4,46,943,10558,4827,658,14230,1819,15171,878
18_2,2021-09-01,1638,232,4,18,1470,202,25,66,129,1635,223,34,1799,93,1744,148
20_3,2021-09-01,991,157,54,5,933,127,6,69,72,1070,124,13,1157,50,1133,74
21_3,2021-09-01,1154,269,4,6,1066,98,8,180,81,1317,95,21,1397,36,1352,81
21_7,2021-09-01,1069,249,6,2,963,126,21,142,74,1165,145,16,1283,43,1235,91
14_1,2021-09-01,1565,330,25,13,1368,280,34,55,196,1590,295,48,1848,85,1722,211
17_3,2021-09-01,1941,442,34,32,1760,264,34,251,140,2135,289,25,2321,128,2277,172
14_3,2021-09-01,1208,425,5,4,1068,162,15,219,178,1453,161,28,1599,43,1455,187
20_2,2021-09-01,1756,285,23,18,1589,199,27,147,120,1834,228,20,2023,59,1943,139
14_2,2021-09-01,808,125,2,0,741,75,7,53,59,849,76,10,893,42,869,66
20_4,2021-09-01,1267,265,12,9,1117,175,23,100,138,1317,193,43,1480,73,1396,157
15_3,2021-09-01,2385,466,45,32,2064,485,91,143,145,2327,528,73,2780,148,2711,217
19_3,2021-09-01,1534,240,19,10,1353,221,30,32,167,1526,230,47,1698,105,1608,195
19_2,2021-09-01,1163,223,42,24,1111,122,12,120,87,1304,136,12,1411,41,1363,89
20_1,2021-09-01,2317,350,68,9,2005,452,25,113,149,2246,442,56,2568,176,2574,170
16_1,2021-09-01,17928,1546,551,660,15300,3985,577,2,821,15957,4165,559,18535,2150,19369,1316
23_1,2021-09-01,2621,578,29,261,2295,419,266,235,274,2760,675,54,3317,172,2960,529
17_2,2021-09-01,3566,609,106,203,2798,1058,163,91,374,3209,1116,159,4081,403,3987,497
17_1,2021-09-01,1260,400,5,41,1103,200,38,199,166,1454,220,32,1639,67,1508,198
18_1,2021-09-01,3123,485,105,43,2841,459,29,160,267,3221,486,49,3617,139,3480,276
19_4,2021-09-01,527,121,4,4,497,39,26,14,80,587,60,9,629,27,550,106
15_2,2021-09-01,14553,2016,422,196,11230,4738,4,41,1174,12284,4263,640,15396,1791,16099,1088
21_5,2021-09-01,1165,293,0,10,1067,109,39,72,181,1282,142,44,1416,52,1254,214
23_3,2021-09-01,1575,401,12,99,1290,323,93,176,205,1658,378,51,1998,89,1803,284
22_2,2021-09-01,1552,368,4,6,1296,316,52,119,147,1529,351,50,1852,78,1749,181
19_1,2021-09-01,862,155,36,10,798,117,24,8,116,911,140,12,1031,32,925,138
21_2,2021-09-01,1909,280,23,14,1715,240,14,85,172,1940,246,40,2139,87,2044,182
22_1,2021-09-01,3141,549,4,34,2706,538,58,212,214,3089,582,57,3546,182,3471,257
19_1,2021-10-01,1958,324,34,0,1826,201,16,95,178,2093,197,26,2276,40,2122,194
22_2,2021-10-01,3282,646,0,4,2922,412,66,247,285,3408,452,72,3773,159,3589,343
21_5,2021-10-01,1810,475,6,8,1681,161,34,114,309,2068,169,62,2246,53,1962,337
22_1,2021-10-01,5370,937,12,32,4863,634,97,420,337,5571,699,81,6106,245,5933,418
17_1,2021-10-01,1759,524,15,52,1510,300,38,281,221,1999,306,45,2254,96,2115,235
18_1,2021-10-01,6026,801,136,17,5431,828,55,347,319,6080,791,109,6775,205,6610,370
17_2,2021-10-01,5723,891,122,257,4602,1508,218,267,398,5246,1576,171,6498,495,6408,585
15_2,2021-10-01,23462,2559,586,180,18868,6321,8,92,1498,20272,5753,728,24407,2380,25368,1419
16_1,2021-10-01,26093,1690,792,763,22499,5237,656,0,946,23314,5336,688,26560,2778,27809,1529
21_2,2021-10-01,3157,434,43,14,2892,342,42,155,217,3244,345,59,3493,155,3403,245
19_4,2021-10-01,1180,271,4,0,1141,53,37,20,204,1365,76,14,1416,39,1216,239
23_3,2021-10-01,2579,590,8,92,2221,374,92,333,249,2801,423,45,3153,116,2939,330
21_3,2021-10-01,1435,380,8,12,1294,164,9,248,120,1654,153,28,1784,51,1706,129
23_2,2021-10-01,3511,1036,6,24,3254,297,25,562,439,4220,284,73,4454,123,4119,458
23_1,2021-10-01,5198,1090,26,262,4686,617,283,575,415,5649,848,79,6398,178,5882,694
19_3,2021-10-01,1959,408,26,6,1720,288,33,80,278,2050,293,56,2266,133,2092,307
15_3,2021-10-01,3854,822,43,22,3347,673,92,340,289,3958,693,90,4509,232,4395,346
20_4,2021-10-01,1841,289,16,4,1628,257,16,105,144,1847,248,55,2033,117,2005,145
14_2,2021-10-01,1722,250,2,2,1657,79,8,120,112,1885,73,18,1893,83,1856,120
20_2,2021-10-01,2998,372,42,10,2813,246,18,234,111,3156,244,22,3276,146,3303,119
19_2,2021-10-01,2222,438,36,6,2019,268,31,247,137,2394,265,43,2644,58,2545,157
14_3,2021-10-01,1976,687,8,2,1778,244,24,309,318,2390,253,30,2581,92,2346,327
17_3,2021-10-01,2690,620,40,46,2376,392,40,375,213,2951,384,61,3245,151,3159,237
14_1,2021-10-01,3056,537,22,4,2749,395,40,191,244,3173,406,40,3485,134,3347,272
21_7,2021-10-01,1393,298,8,6,1257,167,15,190,76,1510,165,30,1616,89,1622,83
14_4,2021-10-01,1894,324,24,2,1770,176,36,121,141,2026,195,23,2174,70,2077,167
20_1,2021-10-01,3446,490,72,5,3053,549,31,178,202,3410,509,94,3751,262,3789,224
15_1,2021-10-01,20888,2089,532,183,15849,6743,4,100,996,16817,6113,752,21204,2488,22784,908
18_2,2021-10-01,3131,453,18,6,2865,331,26,170,216,3227,314,67,3493,115,3378,230
20_3,2021-10-01,1688,249,30,7,1536,195,10,73,160,1767,179,28,1908,66,1804,170
18_2,2021-11-01,2106,218,10,3,1973,168,13,88,95,2133,167,37,2265,72,2235,102
15_1,2021-11-01,18753,1858,519,115,14607,5681,10,48,899,15398,5131,706,19058,2187,20417,828
14_4,2021-11-01,1354,169,16,2,1286,107,31,52,65,1388,134,19,1487,54,1445,96
16_1,2021-11-01,23949,1676,804,807,21341,4419,625,2,849,22059,4487,690,24662,2574,25827,1409
15_2,2021-11-01,20585,1998,634,214,17172,5132,4,35,1088,18109,4613,688,21270,2161,22423,1008
17_2,2021-11-01,5054,646,114,237,4207,1213,203,113,315,4590,1270,189,5570,481,5569,482
17_1,2021-11-01,1668,239,22,29,1541,177,26,74,140,1748,186,24,1876,82,1795,163
18_1,2021-11-01,4395,466,131,12,3993,594,46,149,222,4345,595,64,4842,162,4745,259
19_4,2021-11-01,1009,124,4,2,964,50,21,8,96,1065,66,8,1117,22,1024,115
22_1,2021-11-01,3647,471,6,26,3247,525,76,120,182,3520,539,91,3981,169,3902,248
21_5,2021-11-01,1685,259,0,2,1564,127,20,49,186,1754,144,48,1874,72,1742,204
22_2,2021-11-01,2245,417,8,2,1999,285,53,89,246,2300,319,53,2558,114,2378,294
19_1,2021-11-01,1687,154,4,0,1509,209,22,15,90,1614,204,27,1816,29,1733,112
20_3,2021-11-01,1147,137,44,4,1062,130,2,40,98,1192,126,14,1260,72,1232,100
21_2,2021-11-01,2613,282,18,16,2377,295,30,83,144,2579,305,44,2798,131,2757,172
20_1,2021-11-01,3100,249,24,8,2732,449,32,62,106,2885,429,67,3193,188,3250,131
23_1,2021-11-01,3966,640,34,355,3611,469,367,290,258,4128,804,63,4818,177,4376,619
19_3,2021-11-01,2020,158,16,6,1816,242,22,12,108,1918,248,34,2092,108,2074,126
15_3,2021-11-01,3620,473,33,23,3223,504,85,173,164,3542,528,79,4010,139,3923,226
20_4,2021-11-01,1772,208,16,0,1571,239,9,47,130,1708,247,41,1895,101,1863,133
14_2,2021-11-01,1164,138,6,0,1093,82,5,67,61,1216,80,12,1242,66,1244,64
20_2,2021-11-01,2107,143,25,6,1970,174,11,51,75,2086,175,20,2193,88,2197,84
19_2,2021-11-01,1863,167,14,0,1726,161,25,59,73,1852,178,14,1991,53,1954,90
14_3,2021-11-01,1629,305,18,2,1517,147,13,108,169,1774,154,26,1875,79,1783,171
17_3,2021-11-01,2407,290,30,79,2172,320,55,141,118,2428,326,52,2685,121,2638,168
14_1,2021-11-01,2681,311,32,0,2467,293,36,66,162,2672,289,63,2902,122,2840,184
21_7,2021-11-01,1493,208,2,2,1353,162,18,115,57,1513,168,24,1623,82,1636,69
21_3,2021-11-01,1333,163,8,14,1223,125,20,82,68,1371,127,20,1465,53,1430,88
23_3,2021-11-01,1993,323,24,102,1806,237,110,120,169,2087,311,44,2341,101,2177,265
23_2,2021-11-01,2332,505,18,14,2153,240,21,166,289,2562,245,58,2790,79,2566,303
18_2,2021-12-01,2093,173,12,4,1849,265,12,54,102,1990,271,21,2210,72,2174,108
20_3,2021-12-01,1196,171,9,2,1077,142,15,47,97,1217,139,22,1326,52,1268,110
14_4,2021-12-01,842,153,12,2,742,140,12,40,75,856,134,19,971,38,926,83
16_1,2021-12-01,20590,2091,724,702,16892,5385,474,0,1356,17952,5340,811,21569,2538,22334,1773
15_2,2021-12-01,18439,2346,611,265,13368,7001,2,35,1255,14466,6389,804,19406,2255,20471,1190
17_2,2021-12-01,4681,740,177,252,3364,1706,193,120,467,3896,1766,188,5358,492,5221,629
17_1,2021-12-01,1591,284,13,44,1379,242,45,116,150,1632,267,33,1842,90,1746,186
18_1,2021-12-01,4054,378,82,7,3540,658,50,97,176,3788,652,81,4335,186,4305,216
19_4,2021-12-01,807,121,0,0,726,77,22,4,99,821,93,14,896,32,811,117
22_1,2021-12-01,2842,518,14,35,2281,714,60,133,221,2604,721,84,3209,200,3150,259
21_5,2021-12-01,1181,219,0,5,1056,146,11,40,152,1223,149,33,1332,73,1243,162
22_2,2021-12-01,1818,421,1,8,1398,479,43,109,219,1685,474,87,2132,116,1988,260
19_1,2021-12-01,1202,184,34,2,1068,180,37,25,112,1196,215,11,1387,35,1279,143
21_2,2021-12-01,2076,268,29,36,1814,353,41,56,145,1997,345,67,2274,135,2229,180
23_3,2021-12-01,1770,256,18,106,1412,379,105,83,171,1656,445,49,2044,106,1882,268
15_1,2021-12-01,17402,2147,484,249,11531,7780,8,25,938,12286,7032,955,17731,2551,19400,882
23_2,2021-12-01,2037,497,9,18,1783,317,27,185,249,2171,327,63,2440,121,2297,264
21_3,2021-12-01,1097,193,8,12,969,165,7,84,85,1133,147,30,1246,64,1224,86
21_7,2021-12-01,1082,239,3,0,891,220,16,124,73,1078,204,42,1247,77,1237,87
14_1,2021-12-01,1970,443,34,1,1629,424,45,113,237,1969,419,60,2315,133,2174,274
20_1,2021-12-01,2446,310,65,14,1996,586,29,71,153,2189,586,60,2626,209,2670,165
14_3,2021-12-01,1390,433,13,2,1208,221,14,174,221,1592,218,28,1769,69,1622,216
19_2,2021-12-01,1401,143,28,11,1253,192,23,64,51,1364,207,12,1537,46,1511,72
17_3,2021-12-01,2491,386,14,74,2156,384,49,203,173,2506,423,36,2800,165,2763,202
14_2,2021-12-01,690,163,2,0,625,84,7,67,72,758,80,17,826,29,780,75
20_4,2021-12-01,1434,253,22,3,1181,293,15,65,158,1348,331,33,1596,116,1541,171
15_3,2021-12-01,2675,482,23,44,2198,595,135,119,177,2476,679,69,3026,198,2941,283
19_3,2021-12-01,1594,237,21,6,1361,275,42,24,156,1519,308,31,1747,111,1667,191
23_1,2021-12-01,3067,597,53,177,2602,605,193,192,302,3066,729,97,3718,176,3411,483
20_2,2021-12-01,1875,156,42,12,1707,224,26,67,61,1829,238,18,1997,88,2002,83
23_2,2022-01-01,2481,499,28,10,2339,208,24,152,295,2761,214,43,2918,100,2709,309
23_1,2022-01-01,3822,804,66,235,3540,409,254,331,393,4243,630,54,4761,166,4288,639
19_3,2022-01-01,1244,232,25,4,1114,170,36,33,152,1289,179,37,1410,95,1318,187
15_3,2022-01-01,2789,507,37,41,2516,395,88,223,152,2883,442,49,3202,172,3144,230
20_4,2022-01-01,1242,223,29,1,1151,158,28,38,120,1271,169,55,1391,104,1349,146
14_1,2022-01-01,1863,376,41,6,1727,243,36,85,195,1991,260,33,2169,117,2058,228
20_2,2022-01-01,1523,152,44,12,1446,148,18,42,77,1562,156,13,1667,64,1640,91
19_2,2022-01-01,1157,138,34,10,1101,113,16,46,63,1205,116,18,1301,38,1264,75
14_3,2022-01-01,1481,594,17,0,1379,139,13,186,375,1896,180,16,2034,58,1712,380
17_3,2022-01-01,1976,346,60,55,1876,224,43,154,140,2162,253,22,2312,125,2264,173
20_1,2022-01-01,2109,303,136,8,1915,399,22,67,153,2125,385,46,2369,187,2397,159
14_2,2022-01-01,1090,214,2,0,1046,67,9,100,84,1226,66,14,1269,37,1215,91
23_3,2022-01-01,1762,377,27,102,1575,261,116,97,221,1886,356,28,2217,53,1945,325
18_1,2022-01-01,2797,297,182,8,2662,384,36,52,150,2853,395,36,3141,143,3110,174
19_1,2022-01-01,958,164,36,2,892,129,35,20,84,992,154,14,1135,25,1043,117
22_2,2022-01-01,2412,393,11,6,2209,261,77,114,161,2460,333,29,2705,117,2586,236
21_5,2022-01-01,1482,223,6,8,1391,116,12,38,162,1579,118,22,1665,54,1551,168
22_1,2022-01-01,3492,537,10,79,3149,466,116,147,240,3509,543,64,3953,165,3775,343
19_4,2022-01-01,1009,220,6,0,979,38,20,9,189,1172,55,8,1200,35,1028,207
17_1,2022-01-01,1254,218,21,42,1165,135,37,67,131,1357,162,16,1483,52,1384,151
17_2,2022-01-01,4018,602,158,232,3418,988,216,102,286,3785,1110,115,4586,424,4538,472
15_2,2022-01-01,14564,2281,668,162,11864,4395,6,27,1383,13157,4070,448,15912,1763,16342,1333
16_1,2022-01-01,17718,1608,1015,586,15961,3489,458,8,1011,16807,3717,401,18840,2087,19496,1431
14_4,2022-01-01,956,170,26,0,900,92,17,74,69,1041,98,13,1122,30,1068,84
15_1,2022-01-01,13649,2114,649,199,10565,4698,2,34,1312,11716,4404,485,14815,1796,15348,1263
21_7,2022-01-01,1103,233,10,9,1013,111,25,140,66,1211,122,22,1301,54,1266,89
21_2,2022-01-01,2090,223,53,34,1925,258,31,59,127,2101,255,44,2291,109,2246,154
21_3,2022-01-01,1170,198,10,10,1088,98,14,102,86,1272,100,16,1331,57,1290,98
20_3,2022-01-01,953,125,42,2,915,97,6,30,74,1011,103,8,1056,66,1044,78
18_2,2022-01-01,1552,155,16,5,1416,165,10,53,84,1537,168,23,1664,64,1636,92
15_1,2022-02-01,16066,2461,1078,214,12467,6115,4,35,1198,13514,5513,779,17540,2279,18715,1104
14_4,2022-02-01,968,185,21,2,880,132,22,49,93,1018,138,20,1131,45,1069,107
16_1,2022-02-01,19858,2134,1498,805,17869,4650,580,4,1190,18851,4670,774,21749,2546,22576,1719
15_2,2022-02-01,16796,2577,1231,214,13840,5429,0,26,1521,15248,4854,710,18868,1950,19360,1458
17_2,2022-02-01,4966,810,243,202,4122,1425,139,144,391,4623,1407,191,5648,573,5729,492
17_1,2022-02-01,1631,246,25,52,1448,260,35,73,138,1659,255,40,1866,88,1793,161
18_1,2022-02-01,3833,447,224,11,3553,619,53,87,203,3831,618,66,4349,166,4275,240
19_4,2022-02-01,1094,249,4,0,1036,71,21,14,205,1250,84,13,1315,32,1122,225
22_1,2022-02-01,3200,522,31,124,2782,593,143,129,230,3103,666,108,3643,234,3515,362
21_5,2022-02-01,1453,236,12,7,1356,131,18,61,142,1540,133,35,1635,73,1552,156
22_2,2022-02-01,2408,460,23,2,2143,345,72,131,202,2449,389,55,2777,116,2623,270
19_1,2022-02-01,1719,386,42,0,1626,156,20,67,278,1964,160,23,2109,38,1853,294
21_2,2022-02-01,1812,228,48,37,1662,253,37,58,115,1812,262,51,2021,104,1979,146
23_3,2022-02-01,1761,346,36,78,1523,296,80,78,244,1836,335,50,2135,86,1904,317
20_1,2022-02-01,2287,446,104,4,1981,502,30,131,197,2297,472,72,2671,170,2636,205
23_2,2022-02-01,2146,515,48,39,1963,309,35,158,283,2362,307,75,2646,102,2438,310
23_1,2022-02-01,3229,738,89,168,2908,502,173,271,370,3514,619,91,4040,184,3689,535
19_3,2022-02-01,1348,335,29,9,1179,241,38,58,205,1429,262,30,1647,74,1488,233
15_3,2022-02-01,3388,646,56,43,2940,608,96,221,270,3403,639,93,3969,166,3805,330
20_4,2022-02-01,1391,228,42,4,1226,246,22,41,130,1364,232,69,1562,103,1520,145
14_2,2022-02-01,1140,162,8,0,1064,102,6,64,74,1198,98,14,1262,48,1232,78
20_2,2022-02-01,1887,140,83,8,1779,207,22,39,71,1887,210,21,2060,58,2029,89
19_2,2022-02-01,1786,195,75,6,1698,197,30,77,60,1833,205,24,2015,47,1974,88
14_3,2022-02-01,1663,462,26,6,1506,198,7,117,329,1932,199,26,2080,77,1837,320
17_3,2022-02-01,2142,284,75,68,1979,330,29,88,143,2192,304,73,2430,139,2403,166
21_3,2022-02-01,995,165,11,10,916,107,8,69,81,1060,100,21,1123,58,1095,86
20_3,2022-02-01,1180,180,43,5,1061,165,8,45,129,1215,175,18,1339,69,1279,129
18_2,2022-02-01,2119,168,33,8,1944,234,12,39,99,2053,229,46,2253,75,2219,109
21_7,2022-02-01,1030,211,32,1,950,118,10,100,96,1137,128,9,1222,52,1174,100
14_1,2022-02-01,2263,396,34,6,2058,303,42,56,240,2332,334,33,2585,114,2427,272
20_3,2022-03-01,1051,160,51,0,978,128,3,48,105,1119,125,18,1178,84,1160,102
21_3,2022-03-01,1081,133,16,8,982,129,12,38,79,1089,133,18,1169,71,1157,83
21_7,2022-03-01,1114,283,26,7,1015,151,7,191,66,1268,138,24,1377,53,1360,70
14_1,2022-03-01,2166,448,71,5,1911,408,14,87,270,2228,393,69,2517,173,2428,262
17_3,2022-03-01,2159,402,47,67,1919,418,29,142,167,2204,386,85,2526,149,2502,173
14_3,2022-03-01,1707,524,6,2,1547,196,19,194,283,2008,215,16,2155,84,1955,284
19_2,2022-03-01,1569,192,72,18,1500,177,37,52,85,1631,199,21,1799,52,1736,115
20_2,2022-03-01,1656,197,83,6,1518,245,28,29,122,1657,255,30,1849,93,1800,142
14_2,2022-03-01,1183,210,11,2,1097,119,10,93,87,1273,116,17,1346,60,1315,91
20_4,2022-03-01,1360,226,40,10,1196,232,22,35,151,1338,258,40,1500,136,1465,171
15_3,2022-03-01,3251,561,63,19,2815,647,51,175,206,3174,633,87,3682,212,3662,232
19_3,2022-03-01,1558,274,32,4,1380,263,44,21,160,1544,274,50,1767,101,1671,197
16_1,2022-03-01,21162,2447,1628,1500,18759,5395,946,0,1637,19799,5968,966,24139,2598,24225,2512
20_1,2022-03-01,2267,787,158,17,1985,584,22,179,459,2582,520,127,2982,247,2780,449
23_3,2022-03-01,1799,422,63,39,1526,386,34,133,244,1881,383,59,2190,133,2061,262
21_2,2022-03-01,2012,263,78,62,1828,344,47,49,149,2008,338,71,2267,150,2243,174
19_1,2022-03-01,1668,247,50,4,1559,193,28,42,147,1738,216,15,1909,60,1794,175
22_2,2022-03-01,2382,445,20,4,2076,372,76,98,229,2358,425,68,2714,137,2550,301
21_5,2022-03-01,1395,253,12,15,1298,136,32,50,159,1484,151,40,1623,52,1488,187
22_1,2022-03-01,3223,732,60,153,2815,633,178,191,351,3305,739,122,3944,224,3677,491
19_4,2022-03-01,1018,169,8,2,961,75,23,11,127,1091,96,10,1167,30,1048,149
18_1,2022-03-01,3249,364,223,14,2984,579,51,62,174,3197,562,89,3659,191,3635,215
17_1,2022-03-01,1603,270,31,64,1467,234,31,80,156,1694,242,32,1880,88,1790,178
17_2,2022-03-01,4720,951,303,181,3947,1460,135,113,500,4509,1420,226,5619,536,5578,577
15_2,2022-03-01,18338,3245,1362,272,14954,6491,4,46,1722,16497,5685,1031,20863,2354,21576,1641
23_2,2022-03-01,2267,706,34,24,2041,345,28,209,408,2605,329,97,2907,124,2617,414
23_1,2022-03-01,3127,736,73,17,2803,526,10,197,417,3371,474,108,3752,201,3549,404
18_2,2022-03-01,1949,193,44,8,1801,224,32,39,98,1926,236,32,2089,105,2068,126
15_1,2022-03-01,17657,2930,1142,268,13100,7383,2,25,1487,14382,6504,1111,19417,2580,20636,1361
14_4,2022-03-01,1078,228,13,6,962,146,10,82,125,1157,155,13,1280,45,1202,123
14_4,2022-04-01,936,312,16,2,872,106,10,50,228,1148,104,14,1230,36,1038,228
21_7,2022-04-01,1291,211,34,2,1211,127,16,129,55,1388,132,18,1481,57,1469,69
14_1,2022-04-01,2185,433,55,8,2004,283,26,74,294,2341,301,39,2538,143,2375,306
17_3,2022-04-01,2034,521,44,38,1834,311,22,213,257,2269,316,52,2518,119,2363,274
14_3,2022-04-01,1489,383,24,4,1356,184,11,88,261,1656,219,25,1836,64,1634,266
19_2,2022-04-01,1506,192,88,2,1441,176,20,60,91,1576,182,30,1746,42,1681,107
20_2,2022-04-01,1691,162,64,9,1547,250,26,65,38,1648,261,17,1819,107,1867,59
14_2,2022-04-01,1112,301,14,4,1055,94,2,63,217,1331,85,15,1390,41,1216,215
20_4,2022-04-01,1331,194,38,0,1147,271,13,40,92,1259,256,48,1466,97,1462,101
15_3,2022-04-01,3480,487,36,19,3067,557,53,184,161,3392,549,81,3818,204,3822,200
19_3,2022-04-01,1686,318,16,2,1502,230,26,18,246,1754,232,36,1917,105,1754,268
23_1,2022-04-01,2914,518,48,11,2588,446,26,180,251,2990,449,52,3311,180,3229,262
23_2,2022-04-01,1988,531,72,46,1814,273,36,111,403,2251,324,62,2484,153,2213,424
20_1,2022-04-01,2268,1957,119,16,1948,522,43,57,1790,3675,538,147,4172,188,2631,1729
21_3,2022-04-01,1040,177,22,11,961,106,14,94,75,1117,125,8,1194,56,1161,89
21_2,2022-04-01,2007,214,59,72,1845,298,59,38,114,1981,314,59,2238,116,2183,171
19_1,2022-04-01,1545,182,8,0,1450,129,18,29,109,1586,142,7,1703,32,1610,125
22_2,2022-04-01,2356,549,33,12,2161,301,94,170,224,2520,372,51,2832,118,2638,312
21_5,2022-04-01,1326,313,7,6,1223,124,23,65,217,1478,140,34,1607,45,1414,238
22_1,2022-04-01,3230,549,51,164,2898,554,170,174,202,3246,656,96,3785,213,3646,352
19_4,2022-04-01,1021,120,6,2,959,78,12,6,94,1057,76,16,1124,25,1043,106
18_1,2022-04-01,3303,662,171,12,2865,634,54,75,520,3352,673,121,3996,152,3577,571
17_1,2022-04-01,1700,280,32,51,1536,263,25,96,145,1772,259,34,1974,91,1897,168
17_2,2022-04-01,4930,912,291,150,4182,1382,112,108,499,4750,1342,190,5742,541,5715,568
15_2,2022-04-01,19054,2525,1442,340,16027,5872,4,18,1440,17150,5436,761,20872,2489,22011,1350
16_1,2022-04-01,20341,2013,1605,1088,18533,4481,751,2,1280,19405,4849,789,22394,2653,23081,1966
15_1,2022-04-01,17522,2203,1250,276,13642,6463,8,13,1125,14508,5802,933,18663,2588,20197,1054
23_3,2022-04-01,1691,293,16,20,1463,276,8,96,177,1721,268,31,1941,79,1847,173
20_3,2022-04-01,950,172,20,6,856,146,6,47,93,992,140,16,1089,59,1049,99
18_2,2022-04-01,1957,299,31,12,1795,205,9,54,236,2040,238,21,2231,68,2060,239
18_2,2022-05-01,1937,622,18,13,1731,180,16,59,604,2251,245,94,2523,67,1990,600
16_1,2022-05-01,20544,1614,1106,966,17705,4735,689,2,1099,18409,4945,866,21340,2890,22476,1754
15_2,2022-05-01,17664,2325,850,294,13966,5521,0,26,1620,15294,5006,801,18867,2266,19557,1576
17_2,2022-05-01,4945,737,152,182,4078,1299,137,109,393,4552,1259,203,5518,498,5513,503
17_1,2022-05-01,1305,348,16,47,1152,211,40,143,170,1452,219,45,1625,91,1512,204
18_1,2022-05-01,3493,492,93,13,3011,612,44,105,319,3314,656,119,3919,172,3740,351
19_4,2022-05-01,696,253,2,0,654,41,25,6,225,865,69,17,924,27,701,250
22_1,2022-05-01,3011,795,24,174,2575,593,203,312,323,3173,741,92,3828,178,3563,443
21_5,2022-05-01,1072,423,0,13,972,114,39,128,255,1338,138,32,1454,54,1224,284
22_2,2022-05-01,1589,546,31,10,1367,272,67,240,230,1799,304,65,2084,92,1883,293
19_1,2022-05-01,1245,248,12,0,1123,151,25,30,176,1297,171,37,1477,28,1304,201
21_2,2022-05-01,1972,401,20,81,1673,333,79,81,310,2015,397,62,2345,131,2092,384
23_3,2022-05-01,1602,447,26,40,1338,349,19,249,160,1727,316,72,2027,88,1944,171
20_1,2022-05-01,2504,2278,52,33,1800,451,67,194,2355,3829,767,265,4659,208,2502,2365
23_2,2022-05-01,1965,661,36,38,1723,310,30,245,392,2269,357,74,2565,135,2290,410
19_3,2022-05-01,1278,172,23,10,1100,227,20,15,121,1210,223,50,1382,101,1345,138
15_3,2022-05-01,3030,580,18,40,2566,564,84,147,307,2968,618,82,3455,213,3281,387
20_4,2022-05-01,1136,185,24,2,965,228,25,52,77,1069,224,52,1264,83,1249,98
14_2,2022-05-01,999,210,8,0,924,80,5,79,129,1112,88,17,1179,38,1085,132
20_2,2022-05-01,1542,260,41,14,1399,200,18,54,186,1620,197,40,1756,101,1653,204
19_2,2022-05-01,1424,316,108,4,1383,156,14,51,248,1639,185,28,1816,36,1596,256
14_3,2022-05-01,1390,489,12,6,1197,208,22,179,291,1636,217,44,1844,53,1597,300
17_3,2022-05-01,1772,492,53,42,1582,299,13,271,194,2021,300,38,2239,120,2153,206
14_1,2022-05-01,2001,424,24,24,1733,280,39,80,341,2058,310,105,2345,128,2103,370
21_7,2022-05-01,859,422,7,6,759,106,15,170,244,1156,109,29,1250,44,1036,258
21_3,2022-05-01,869,280,20,10,769,111,14,139,146,1017,143,19,1125,54,1021,158
