dist_code,month,sector,investment in cr,number_of_employees
20_1,01-07-2022,Food Processing,0.795,37
20_1,01-07-2022,Engineering,0.8,26
14_4,01-07-2022,Food Processing,1.525,25
15_1,01-07-2022,Others,124.2872,688
15_1,01-07-2022,Paper and Printing,92.98,540
20_1,01-07-2022,Others,5.9064,163
15_1,01-07-2022,Pharmaceuticals and Chemicals,4.737,56
17_3,01-07-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5
17_3,01-07-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.2,8
17_3,01-07-2022,Food Processing,27.0436,109
17_3,01-07-2022,Granite and Stone Crushing,1.5,10
15_1,01-07-2022,Plastic and Rubber,12.5713,82
15_1,01-07-2022,R&D,47.1384,500
15_1,01-07-2022,Textiles,0.048,34
15_1,01-07-2022,Wood and Leather,0.2043,10
14_5,01-07-2022,Food Processing,2.85,20
17_3,01-07-2022,Others,6.1273,35
20_1,01-07-2022,Plastic and Rubber,0.2306,12
21_6,01-07-2022,Food Processing,0.6,9
23_2,01-07-2022,Others,0.25,15
15_3,01-07-2022,Wood and Leather,0.07,5
22_2,01-07-2022,Paper and Printing,950,1
22_2,01-07-2022,Others,0.7,16
22_2,01-07-2022,Food Processing,0.6,5
22_2,01-07-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.18,10
22_2,01-07-2022,Beverages,0.06,2
15_3,01-07-2022,Pharmaceuticals and Chemicals,6.3,10
20_1,01-07-2022,"Real Estate,Industrial Parks and IT Buildings",0.2263,8
15_3,01-07-2022,Granite and Stone Crushing,0.9979,20
15_3,01-07-2022,Agro based incl Cold Storages,0.28,8
23_2,01-07-2022,Beverages,0.95,1
15_1,01-07-2022,Agro based incl Cold Storages,6.1068,58
15_1,01-07-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.64,24
16_1,01-07-2022,Engineering,21,48
15_1,01-07-2022,Electrical and Electronic Products,74.7001,190
14_4,01-07-2022,Agro based incl Cold Storages,0.4,10
15_1,01-07-2022,Engineering,12.364,163
15_3,01-07-2022,Food Processing,4.367,64
17_3,01-07-2022,Pharmaceuticals and Chemicals,3.5606,35
22_1,01-07-2022,Plastic and Rubber,0.159,9
17_1,01-07-2022,Food Processing,12.78,35
20_2,01-07-2022,Food Processing,1.5268,35
21_5,01-07-2022,Granite and Stone Crushing,0.47,15
21_5,01-07-2022,Textiles,0.165,8
21_3,01-07-2022,Beverages,0.029,1
21_5,01-07-2022,Food Processing,1.22,12
20_2,01-07-2022,Beverages,0.12,4
20_2,01-07-2022,Agro based incl Cold Storages,0.235,8
17_1,01-07-2022,Paper and Printing,2.8333,20
17_1,01-07-2022,Engineering,5.4042,50
21_7,01-07-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.195,6
17_1,01-07-2022,Beverages,0.6,5
17_1,01-07-2022,Agro based incl Cold Storages,0.25,10
21_5,01-07-2022,Others,0.715,18
21_3,01-07-2022,Wood and Leather,0.01,1
14_1,01-07-2022,Wood and Leather,6,130
21_2,01-07-2022,Food Processing,3.3,9
21_2,01-07-2022,Others,0.55,10
14_1,01-07-2022,Electrical and Electronic Products,2.0059,30
14_1,01-07-2022,Engineering,0.48,4
14_1,01-07-2022,Food Processing,0.21,8
21_3,01-07-2022,Granite and Stone Crushing,0.47,15
14_1,01-07-2022,Granite and Stone Crushing,0.25,4
14_1,01-07-2022,Pharmaceuticals and Chemicals,0.67,5
22_1,01-07-2022,Pharmaceuticals and Chemicals,7.64,25
21_2,01-07-2022,Wood and Leather,0.07,4
21_3,01-07-2022,Food Processing,2.49,100
20_2,01-07-2022,Engineering,0.19,3
14_1,01-08-2022,Textiles,39.125,610
23_1,01-08-2022,Food Processing,27.4052,53
14_1,01-08-2022,R&D,6.4612,20
14_3,01-08-2022,Food Processing,9.058,71
15_2,01-08-2022,Plastic and Rubber,24.906,213
17_3,01-08-2022,Engineering,1.3518,9
14_5,01-08-2022,Food Processing,6.2031,43
18_1,01-08-2022,Food Processing,3.97,44
14_1,01-08-2022,Pharmaceuticals and Chemicals,5.15,30
15_1,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.94,45
14_5,01-08-2022,Agro based incl Cold Storages,3.2,20
18_1,01-08-2022,Others,1.7,10
14_1,01-08-2022,Paper and Printing,1.04,10
15_2,01-08-2022,Textiles,41.1238,50
21_2,01-08-2022,Food Processing,1.66,18
14_1,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.75,20
14_1,01-08-2022,Agro based incl Cold Storages,0.1,9
15_2,01-08-2022,Pharmaceuticals and Chemicals,31.59,245
15_2,01-08-2022,Paper and Printing,5.816,30
15_2,01-08-2022,Others,0.5,17
15_2,01-08-2022,Food Processing,1.25,28
15_2,01-08-2022,Engineering,15.4335,317
15_2,01-08-2022,Electrical and Electronic Products,1.05,18
15_2,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.25,25
15_2,01-08-2022,Agro based incl Cold Storages,0.4,10
18_1,01-08-2022,Engineering,0.2,5
14_1,01-08-2022,Others,90.5231,205
21_1,01-08-2022,Food Processing,1.5,8
21_3,01-08-2022,Granite and Stone Crushing,1.18,30
17_3,01-08-2022,Pharmaceuticals and Chemicals,9.3559,104
17_3,01-08-2022,Paper and Printing,36.62,240
17_3,01-08-2022,Others,1.6533,56
17_3,01-08-2022,Granite and Stone Crushing,0.25,10
17_3,01-08-2022,Food Processing,20.02,175
15_2,01-08-2022,R&D,115.05,66
14_1,01-08-2022,Engineering,1.7795,70
14_1,01-08-2022,Granite and Stone Crushing,6.66,50
21_2,01-08-2022,Agro based incl Cold Storages,1.054,15
21_2,01-08-2022,Engineering,1.711,20
21_3,01-08-2022,Food Processing,0.523,21
21_1,01-08-2022,Others,9,98
19_1,01-08-2022,Agro based incl Cold Storages,1.95,10
15_1,01-08-2022,Engineering,1.3402,20
15_3,01-08-2022,Others,0.955,25
15_3,01-08-2022,Granite and Stone Crushing,0.1602,4
15_3,01-08-2022,Food Processing,2.5354,40
15_3,01-08-2022,Engineering,0.98,15
15_3,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.95,10
19_4,01-08-2022,Beverages,0.8501,6
23_3,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.88,45
15_1,01-08-2022,Electrical and Electronic Products,1.4681,55
23_3,01-08-2022,Engineering,24.9732,158
23_3,01-08-2022,Food Processing,1,5
23_3,01-08-2022,Granite and Stone Crushing,1.9,25
23_3,01-08-2022,Others,0.8433,12
23_3,01-08-2022,Pharmaceuticals and Chemicals,1.74,10
23_3,01-08-2022,Plastic and Rubber,1.688,20
14_2,01-08-2022,Food Processing,1.2256,25
14_2,01-08-2022,Textiles,0.7225,10
20_3,01-08-2022,Engineering,0.0928,3
15_3,01-08-2022,Wood and Leather,0.75,100
20_3,01-08-2022,Food Processing,1.4525,49
20_1,01-08-2022,Beverages,0.4,10
20_1,01-08-2022,Engineering,0.5455,18
21_6,01-08-2022,Food Processing,1.75,29
20_2,01-08-2022,Agro based incl Cold Storages,0.25,6
20_2,01-08-2022,Beverages,0.211,6
20_2,01-08-2022,Engineering,0.05,2
20_2,01-08-2022,Food Processing,1.72,53
17_1,01-08-2022,Electrical and Electronic Products,6.5979,40
20_2,01-08-2022,Others,0.25,4
17_1,01-08-2022,Engineering,0.4485,9
17_1,01-08-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.5,10
17_1,01-08-2022,Food Processing,9.5,15
17_1,01-08-2022,Granite and Stone Crushing,0.202,7
17_1,01-08-2022,Others,4.6527,200
17_1,01-08-2022,Plastic and Rubber,0.24,1
20_1,01-08-2022,Wood and Leather,0.4086,8
20_1,01-08-2022,Others,2.5582,44
20_1,01-08-2022,Granite and Stone Crushing,4.167,151
20_1,01-08-2022,Food Processing,1.7451,30
20_1,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1735,5
20_3,01-08-2022,Wood and Leather,0.1257,4
23_2,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",946.707,270
22_1,01-08-2022,Beverages,0.065,2
17_2,01-08-2022,R&D,56.32,100
15_1,01-08-2022,"Real Estate,Industrial Parks and IT Buildings",1517.07,144
22_2,01-08-2022,Food Processing,0.9,10
20_4,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.22,6
19_1,01-08-2022,Food Processing,0.65,15
15_1,01-08-2022,Wood and Leather,0.2,10
17_2,01-08-2022,Plastic and Rubber,26.05,250
15_1,01-08-2022,Solar and Other Renewable Energy,2.3,100
14_4,01-08-2022,Food Processing,0.62,20
18_2,01-08-2022,Engineering,0.1,10
21_5,01-08-2022,Others,0.87,8
21_5,01-08-2022,Granite and Stone Crushing,0.16,15
21_5,01-08-2022,Food Processing,1.15,11
17_2,01-08-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
14_4,01-08-2022,Agro based incl Cold Storages,0.46,10
17_2,01-08-2022,Pharmaceuticals and Chemicals,18.125,675
21_5,01-08-2022,Wood and Leather,0.055,3
17_2,01-08-2022,Others,3.0327,57
22_1,01-08-2022,Engineering,0.26,5
22_1,01-08-2022,Food Processing,3.348,20
15_1,01-08-2022,Food Processing,21.05,145
15_1,01-08-2022,Granite and Stone Crushing,0.25,5
17_2,01-08-2022,Paper and Printing,9.7901,40
15_1,01-08-2022,Paper and Printing,10.5687,45
15_1,01-08-2022,Pharmaceuticals and Chemicals,1.4,20
15_1,01-08-2022,Textiles,2.2826,10
22_1,01-08-2022,Granite and Stone Crushing,1.8646,10
15_1,01-08-2022,Plastic and Rubber,1417.4197,916
17_2,01-08-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,212
17_2,01-08-2022,Engineering,3.256,18
22_1,01-08-2022,Plastic and Rubber,0.125,4
22_1,01-08-2022,Paper and Printing,0.0625,2
17_2,01-08-2022,Food Processing,5.9909,87
22_1,01-08-2022,Others,0.25,10
23_3,01-09-2022,Pharmaceuticals and Chemicals,1.3,5
23_3,01-09-2022,Plastic and Rubber,5.418,88
23_3,01-09-2022,R&D,23.0485,70
23_3,01-09-2022,Granite and Stone Crushing,0.82,28
23_3,01-09-2022,Food Processing,1.93,13
23_3,01-09-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.994,12
23_3,01-09-2022,Engineering,23.2771,237
23_3,01-09-2022,Electrical and Electronic Products,8.3,40
23_3,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4574,25
23_3,01-09-2022,Agro based incl Cold Storages,1.31,15
22_2,01-09-2022,Agro based incl Cold Storages,0.9366,5
22_2,01-09-2022,Beverages,0.02,2
23_3,01-09-2022,Paper and Printing,4.8778,50
23_3,01-09-2022,Others,1.8,81
14_3,01-09-2022,Others,0.25,5
23_2,01-09-2022,Beverages,0.95,1
23_1,01-09-2022,Beverages,0.2134,4
14_4,01-09-2022,Food Processing,0.6581,20
23_1,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.9459,13
23_1,01-09-2022,Food Processing,1.126,23
23_1,01-09-2022,Others,0.25,5
22_1,01-09-2022,Plastic and Rubber,0.42,6
22_1,01-09-2022,Paper and Printing,0.0528,2
22_1,01-09-2022,Others,1.255,21
14_3,01-09-2022,Agro based incl Cold Storages,0.7,10
14_1,01-09-2022,Solar and Other Renewable Energy,403.423,20
14_1,01-09-2022,Pharmaceuticals and Chemicals,5.9,40
14_1,01-09-2022,Others,0.25,100
14_1,01-09-2022,Granite and Stone Crushing,0.0007,104
14_1,01-09-2022,Food Processing,4,20
14_3,01-09-2022,Food Processing,2.5846,33
14_2,01-09-2022,Food Processing,2.4088,67
14_2,01-09-2022,Textiles,0.422,10
14_1,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3678,9
22_1,01-09-2022,Granite and Stone Crushing,1.18,20
22_1,01-09-2022,Food Processing,16.0778,101
22_1,01-09-2022,Engineering,0.08,2
22_1,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3,10
23_2,01-09-2022,Pharmaceuticals and Chemicals,15.13,51
14_3,01-09-2022,Pharmaceuticals and Chemicals,0.52,10
14_1,01-09-2022,Wood and Leather,7.7254,45
23_3,01-09-2022,Textiles,0.44,10
15_2,01-09-2022,Engineering,10.21,187
17_3,01-09-2022,R&D,0.9,109
17_3,01-09-2022,Plastic and Rubber,4.8133,45
18_2,01-09-2022,Engineering,0.191,8
18_2,01-09-2022,Food Processing,0.43,10
15_2,01-09-2022,Plastic and Rubber,6.7125,81
15_2,01-09-2022,R&D,221.2,126
15_2,01-09-2022,Wood and Leather,0.45,14
21_6,01-09-2022,Food Processing,0.16,4
21_6,01-09-2022,Others,0.08,4
20_1,01-09-2022,Others,3.0184,49
20_1,01-09-2022,Granite and Stone Crushing,4.01,105
20_1,01-09-2022,Food Processing,0.12,2
20_1,01-09-2022,Engineering,0.545,12
20_1,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.67,16
20_1,01-09-2022,Beverages,0.41,8
17_2,01-09-2022,Agro based incl Cold Storages,11.9,100
17_2,01-09-2022,Beverages,0.14,2
17_2,01-09-2022,Engineering,9.072,94
18_1,01-09-2022,Food Processing,2.908,70
21_1,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.11,6
21_1,01-09-2022,Engineering,1.2,36
15_2,01-09-2022,Pharmaceuticals and Chemicals,90.1224,257
15_2,01-09-2022,Paper and Printing,1.6067,30
15_2,01-09-2022,Others,0.6906,155
15_2,01-09-2022,Food Processing,120.796,190
20_3,01-09-2022,Plastic and Rubber,0.21,8
20_3,01-09-2022,Food Processing,2.035,74
18_1,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.39,10
20_3,01-09-2022,Agro based incl Cold Storages,0.24,8
18_1,01-09-2022,Agro based incl Cold Storages,1.92,5
23_3,01-09-2022,Solar and Other Renewable Energy,1.7052,13
20_4,01-09-2022,Beverages,0.1,5
20_4,01-09-2022,Food Processing,0.615,3
20_2,01-09-2022,Food Processing,1.43,28
20_2,01-09-2022,Engineering,0.251,4
21_1,01-09-2022,Food Processing,0.57,9
20_2,01-09-2022,Beverages,0.11,4
21_3,01-09-2022,Food Processing,5.07,78
21_3,01-09-2022,Engineering,0.206,4
20_4,01-09-2022,Granite and Stone Crushing,1.1,10
21_5,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.64,9
21_5,01-09-2022,Granite and Stone Crushing,0.255,15
21_5,01-09-2022,Wood and Leather,0.078,5
15_2,01-09-2022,Agro based incl Cold Storages,139.101,375
15_2,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",1,20
15_2,01-09-2022,Electrical and Electronic Products,0.95,23
17_3,01-09-2022,Wood and Leather,0.25,8
21_3,01-09-2022,Others,1,9
21_1,01-09-2022,Granite and Stone Crushing,2.105,25
18_1,01-09-2022,Engineering,0.07,3
17_2,01-09-2022,Food Processing,14.7971,136
17_2,01-09-2022,Pharmaceuticals and Chemicals,16,100
21_1,01-09-2022,Others,1.39,28
15_1,01-09-2022,Engineering,4.805,85
17_2,01-09-2022,R&D,3.72,49
15_1,01-09-2022,Electrical and Electronic Products,0.23,10
14_5,01-09-2022,Food Processing,1.4875,20
15_1,01-09-2022,Agro based incl Cold Storages,2.51,25
21_2,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.28,7
17_1,01-09-2022,Beverages,2,20
17_1,01-09-2022,Electrical and Electronic Products,27,50
17_1,01-09-2022,Engineering,8.6413,70
17_1,01-09-2022,Food Processing,2.03,24
17_1,01-09-2022,Others,15,50
17_1,01-09-2022,Paper and Printing,3.5,50
17_1,01-09-2022,Pharmaceuticals and Chemicals,51.8156,225
17_1,01-09-2022,Plastic and Rubber,0.1,10
19_2,01-09-2022,Plastic and Rubber,0.0587,1
19_2,01-09-2022,Food Processing,4.7,79
19_2,01-09-2022,Engineering,1.93,18
21_2,01-09-2022,Engineering,0.12,6
21_2,01-09-2022,Food Processing,0.12,6
15_1,01-09-2022,Food Processing,0.5,100
15_1,01-09-2022,Others,15.8127,265
17_2,01-09-2022,Plastic and Rubber,93.18,221
19_3,01-09-2022,Engineering,0.16,1
21_7,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0525,8
21_7,01-09-2022,Food Processing,2.182,21
21_7,01-09-2022,Others,5.2,10
17_3,01-09-2022,Food Processing,8.6218,60
15_1,01-09-2022,Wood and Leather,17.3795,110
15_3,01-09-2022,Agro based incl Cold Storages,0.25,5
15_3,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5
15_1,01-09-2022,Paper and Printing,0.5,8
15_3,01-09-2022,Granite and Stone Crushing,0.125,14
15_1,01-09-2022,Plastic and Rubber,150.0097,155
15_3,01-09-2022,Food Processing,1.4865,39
19_3,01-09-2022,Food Processing,1.22,29
19_1,01-09-2022,Beverages,0.055,1
19_3,01-09-2022,Plastic and Rubber,0.15,4
19_1,01-09-2022,Others,0.238,10
17_2,01-09-2022,Paper and Printing,0.0001,200
17_2,01-09-2022,Others,0.725,502
15_1,01-09-2022,Pharmaceuticals and Chemicals,25.5,109
18_1,01-10-2022,Food Processing,3.86,50
17_3,01-10-2022,R&D,0.06,150
17_3,01-10-2022,Granite and Stone Crushing,1.5,25
20_4,01-10-2022,Food Processing,1.315,23
17_3,01-10-2022,Food Processing,0.3415,1
17_3,01-10-2022,Engineering,3.1427,16
21_2,01-10-2022,Food Processing,0.3,9
21_1,01-10-2022,Others,1.6,18
21_1,01-10-2022,Food Processing,1.91,15
21_1,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,9
18_1,01-10-2022,Engineering,0.06,2
18_1,01-10-2022,Others,0.15,5
20_4,01-10-2022,Pharmaceuticals and Chemicals,0.6,15
21_1,01-10-2022,Paper and Printing,0.66,8
20_4,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.31,12
20_3,01-10-2022,Plastic and Rubber,0.2346,8
20_1,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.34,14
20_1,01-10-2022,Agro based incl Cold Storages,0.352,14
14_1,01-10-2022,Beverages,10,198
14_1,01-10-2022,Agro based incl Cold Storages,1.435,18
15_3,01-10-2022,Agro based incl Cold Storages,0.95,10
15_3,01-10-2022,Engineering,0.1,2
15_3,01-10-2022,Food Processing,1.26,16
15_3,01-10-2022,Granite and Stone Crushing,0.15,6
23_2,01-10-2022,Agro based incl Cold Storages,1.4271,30
23_2,01-10-2022,Food Processing,0.7,9
19_3,01-10-2022,Plastic and Rubber,0.15,4
19_3,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.32,12
17_1,01-10-2022,Engineering,244.7708,676
17_1,01-10-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.75,9
17_1,01-10-2022,Food Processing,12.0132,77
17_1,01-10-2022,Pharmaceuticals and Chemicals,55,80
17_1,01-10-2022,Plastic and Rubber,4.4151,30
19_2,01-10-2022,Food Processing,0.2,12
19_2,01-10-2022,Agro based incl Cold Storages,0.95,5
20_1,01-10-2022,Engineering,0.1382,4
14_2,01-10-2022,Food Processing,2.93,18
20_1,01-10-2022,Food Processing,0.2,6
20_1,01-10-2022,Others,1.02,21
20_3,01-10-2022,Food Processing,0.75,15
23_1,01-10-2022,Beverages,0.85,9
23_1,01-10-2022,Food Processing,0.8074,5
23_1,01-10-2022,Others,0.4936,4
23_1,01-10-2022,Pharmaceuticals and Chemicals,8,9
20_2,01-10-2022,Food Processing,1.29,39
20_2,01-10-2022,Agro based incl Cold Storages,0.2,4
15_2,01-10-2022,Electrical and Electronic Products,0.45,23
15_2,01-10-2022,Engineering,16.98,128
15_2,01-10-2022,Others,32,100
15_2,01-10-2022,Paper and Printing,0.1,5
15_2,01-10-2022,Pharmaceuticals and Chemicals,20.3871,493
15_2,01-10-2022,Plastic and Rubber,28.9754,85
15_2,01-10-2022,R&D,3.16,11
15_2,01-10-2022,Textiles,5.5,20
15_1,01-10-2022,Textiles,0.25,15
18_2,01-10-2022,Food Processing,2.94,70
18_2,01-10-2022,Textiles,0.055,4
14_1,01-10-2022,Plastic and Rubber,5.817,25
20_1,01-10-2022,Granite and Stone Crushing,3.018,80
15_1,01-10-2022,Plastic and Rubber,19.2026,210
18_1,01-10-2022,Plastic and Rubber,0.4,5
15_1,01-10-2022,Pharmaceuticals and Chemicals,0.1,15
23_3,01-10-2022,R&D,12.64,75
23_3,01-10-2022,Plastic and Rubber,5.0834,57
23_3,01-10-2022,Pharmaceuticals and Chemicals,5.726,39
21_6,01-10-2022,Food Processing,2.4,19
21_6,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.055,10
23_3,01-10-2022,Others,0.375,10
23_3,01-10-2022,Food Processing,4.1267,38
21_5,01-10-2022,Food Processing,1.054,9
21_5,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.351,13
23_3,01-10-2022,Engineering,13.263,115
14_3,01-10-2022,Engineering,3.48,10
17_2,01-10-2022,Plastic and Rubber,10,20
14_3,01-10-2022,Food Processing,4.6298,36
23_3,01-10-2022,Agro based incl Cold Storages,0.9,12
17_2,01-10-2022,Pharmaceuticals and Chemicals,105.78,1101
17_2,01-10-2022,Others,1.27,500
17_2,01-10-2022,Granite and Stone Crushing,7.1597,21
17_2,01-10-2022,Food Processing,9.5334,45
17_2,01-10-2022,Engineering,9.2466,123
17_2,01-10-2022,Beverages,9.0815,1030
21_3,01-10-2022,Engineering,0.08,4
21_3,01-10-2022,Food Processing,2.2674,23
17_2,01-10-2022,Agro based incl Cold Storages,0.95,10
21_3,01-10-2022,Textiles,2.0579,5
23_3,01-10-2022,Electrical and Electronic Products,0.9061,12
17_2,01-10-2022,R&D,1.7945,25
23_3,01-10-2022,Paper and Printing,4.58,115
14_4,01-10-2022,Food Processing,2.5937,50
15_1,01-10-2022,Agro based incl Cold Storages,0.75,110
22_2,01-10-2022,Agro based incl Cold Storages,0.16,4
22_2,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,12
22_1,01-10-2022,Food Processing,0.694,32
15_1,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
15_1,01-10-2022,Engineering,5.3822,60
15_1,01-10-2022,Automobile,219.893,5928
22_1,01-10-2022,Engineering,0.07,4
15_1,01-10-2022,Granite and Stone Crushing,334.19,48
14_5,01-10-2022,Food Processing,3.535,30
15_2,01-11-2022,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.75,25
15_2,01-11-2022,Electrical and Electronic Products,13.9036,800
22_1,01-11-2022,Paper and Printing,0.075,3
15_2,01-11-2022,Others,0.23,30
15_2,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.95,5
15_2,01-11-2022,Agro based incl Cold Storages,10.069,15
18_2,01-11-2022,Food Processing,1.03,11
18_2,01-11-2022,Agro based incl Cold Storages,0.1,15
15_2,01-11-2022,Engineering,33.5705,402
19_4,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.115,10
23_1,01-11-2022,Food Processing,0.11,100
23_1,01-11-2022,Engineering,0.3,12
15_2,01-11-2022,Paper and Printing,0.5,9
23_1,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,4
20_3,01-11-2022,Agro based incl Cold Storages,0.45,10
20_3,01-11-2022,Food Processing,2.901,38
19_2,01-11-2022,Food Processing,2.4,34
19_2,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.87,17
17_2,01-11-2022,Wood and Leather,5.72,10
17_3,01-11-2022,Engineering,1.8001,14
23_3,01-11-2022,Wood and Leather,0.1895,13
20_4,01-11-2022,Food Processing,1.35,24
14_2,01-11-2022,Food Processing,5.5,20
15_2,01-11-2022,Pharmaceuticals and Chemicals,15.4,41
15_2,01-11-2022,Plastic and Rubber,12.8188,70
22_1,01-11-2022,Others,0.3795,5
23_2,01-11-2022,Food Processing,11.7994,25
15_3,01-11-2022,Others,0.25,8
15_3,01-11-2022,Granite and Stone Crushing,0.7,24
15_3,01-11-2022,Food Processing,3.76,216
15_3,01-11-2022,Agro based incl Cold Storages,0.2825,4
20_1,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.302,14
20_1,01-11-2022,Engineering,0.1065,5
20_1,01-11-2022,Food Processing,0.6,14
20_1,01-11-2022,Granite and Stone Crushing,1.771,30
20_1,01-11-2022,Others,0.32,10
19_3,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.06,5
17_1,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",1,1
17_1,01-11-2022,Engineering,8.9094,47
17_1,01-11-2022,Food Processing,16.015,38
14_4,01-11-2022,Food Processing,3.55,30
17_1,01-11-2022,Granite and Stone Crushing,4.92,50
21_6,01-11-2022,Others,3.6071,4
21_6,01-11-2022,Food Processing,0.725,15
20_4,01-11-2022,Pharmaceuticals and Chemicals,0.19,10
20_2,01-11-2022,Engineering,0.1,2
20_2,01-11-2022,Food Processing,2.46,52
14_5,01-11-2022,Food Processing,3.2914,20
22_1,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5253,23
22_1,01-11-2022,Engineering,0.1562,7
23_3,01-11-2022,Electrical and Electronic Products,0.38,15
22_1,01-11-2022,Food Processing,5.4359,98
18_2,01-11-2022,Plastic and Rubber,0.06,3
15_2,01-11-2022,Wood and Leather,0.37,34
15_2,01-11-2022,R&D,10.4,134
22_1,01-11-2022,Granite and Stone Crushing,3.81,8
17_1,01-11-2022,Plastic and Rubber,15.4366,60
23_3,01-11-2022,Textiles,0.47,8
21_5,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.067,4
23_3,01-11-2022,R&D,0.9,5
14_3,01-11-2022,Food Processing,3.0266,46
15_1,01-11-2022,Plastic and Rubber,6.4633,91
22_2,01-11-2022,Food Processing,1.2,10
15_1,01-11-2022,Pharmaceuticals and Chemicals,0.9328,10
15_1,01-11-2022,Food Processing,20,10
15_1,01-11-2022,Engineering,12.36,243
15_1,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,9
23_3,01-11-2022,Granite and Stone Crushing,5.39,1605
23_3,01-11-2022,Paper and Printing,2.448,60
23_3,01-11-2022,Pharmaceuticals and Chemicals,0.9,10
21_3,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
21_1,01-11-2022,Food Processing,1.74,23
21_1,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
18_1,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.65,5
18_1,01-11-2022,Engineering,0.25,6
17_2,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.93,15
18_1,01-11-2022,Food Processing,2.12,30
17_2,01-11-2022,Electrical and Electronic Products,7.9831,200
14_3,01-11-2022,Engineering,1.3,5
17_3,01-11-2022,Pharmaceuticals and Chemicals,14.3661,10
23_3,01-11-2022,Engineering,10.8384,155
23_3,01-11-2022,Food Processing,9.36,62
21_2,01-11-2022,Food Processing,0.25,9
21_2,01-11-2022,Engineering,0.28,26
21_2,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.14,6
17_2,01-11-2022,R&D,6.65,5
17_2,01-11-2022,Plastic and Rubber,15.8242,85
17_2,01-11-2022,Pharmaceuticals and Chemicals,2.5975,57
17_2,01-11-2022,Paper and Printing,0.0825,2
17_2,01-11-2022,Granite and Stone Crushing,7.66,30
